timestamp,open,high,low,close,volume
2025-01-01T00:00:00,19566.74,19572.61,19433.58,19448.84,57.68
2025-01-01T00:01:00,12448.43,12463.970000000001,12375.03,12394.880000000001,86.29
2025-01-01T00:02:00,19035.15,19051.06,18959.0,18975.2,19.01
2025-01-01T00:03:00,10139.06,10154.56,10019.72,10024.17,48.62
2025-01-01T00:04:00,11723.65,11729.05,11658.140000000001,11672.6,29.65
2025-01-01T00:05:00,13689.45,13697.59,13588.54,13595.490000000002,96.9
2025-01-01T00:06:00,12255.56,12257.779999999999,12139.8,12145.57,87.35
2025-01-01T00:07:00,16200.32,16207.43,16128.619999999999,16131.46,57.08
2025-01-01T00:08:00,13163.35,13171.9,13015.529999999999,13030.4,94.03
2025-01-01T00:09:00,14862.45,14880.94,14719.03,14738.29,96.5
2025-01-01T00:10:00,11690.33,11694.71,11588.720000000001,11602.6,60.73
2025-01-01T00:11:00,10849.3,10858.84,10771.619999999999,10781.06,94.22
2025-01-01T00:12:00,15610.65,15617.65,15501.93,15512.94,75.63
2025-01-01T00:13:00,15567.3,15574.16,15474.74,15484.789999999999,73.37
2025-01-01T00:14:00,14256.87,14265.29,14154.390000000001,14155.11,36.29
2025-01-01T00:15:00,12935.66,12952.75,12817.589999999998,12818.96,93.06
2025-01-01T00:16:00,11746.65,11755.73,11672.73,11688.359999999999,45.99
2025-01-01T00:17:00,11266.15,11271.16,11150.359999999999,11156.73,30.02
2025-01-01T00:18:00,17058.97,17072.960000000003,16980.55,16991.34,20.36
2025-01-01T00:19:00,15188.07,15189.68,15109.47,15125.72,78.63
2025-01-01T00:20:00,14529.57,14536.199999999999,14401.54,14419.93,12.4
2025-01-01T00:21:00,19310.44,19318.48,19213.899999999998,19214.489999999998,21.01
2025-01-01T00:22:00,11189.35,11195.99,11118.25,11129.65,32.58
2025-01-01T00:23:00,17675.84,17683.23,17578.69,17591.96,68.29
2025-01-01T00:24:00,19321.3,19340.149999999998,19235.71,19237.989999999998,15.17
2025-01-01T00:25:00,15973.42,15984.210000000001,15823.039999999999,15837.8,68.34
2025-01-01T00:26:00,16745.7,16746.95,16615.920000000002,16619.030000000002,83.71
2025-01-01T00:27:00,19859.03,19870.82,19736.19,19750.85,96.68
2025-01-01T00:28:00,14297.95,14307.36,14196.66,14200.68,73.77
2025-01-01T00:29:00,15634.93,15646.800000000001,15496.43,15512.32,98.29
2025-01-01T00:30:00,14008.22,14022.869999999999,13922.909999999998,13942.349999999999,73.74
2025-01-01T00:31:00,19189.51,19193.489999999998,19084.999999999996,19086.859999999997,69.37
2025-01-01T00:32:00,16484.28,16485.98,16335.119999999999,16336.769999999999,20.0
2025-01-01T00:33:00,19460.14,19465.84,19350.739999999998,19351.46,59.87
2025-01-01T00:34:00,12664.45,12669.78,12582.5,12599.16,34.76
2025-01-01T00:35:00,11604.15,11608.83,11479.49,11484.02,92.75
2025-01-01T00:36:00,19263.32,19274.87,19132.600000000002,19150.81,35.35
2025-01-01T00:37:00,11626.91,11644.83,11504.27,11504.52,24.11
2025-01-01T00:38:00,14588.57,14597.09,14511.089999999998,14514.46,24.53
2025-01-01T00:39:00,17845.44,17856.3,17720.15,17732.43,11.49
2025-01-01T00:40:00,19762.29,19763.71,19636.4,19639.09,67.84
2025-01-01T00:41:00,12718.02,12721.15,12636.44,12652.92,81.68
2025-01-01T00:42:00,11468.55,11478.359999999999,11365.2,11366.67,97.85
2025-01-01T00:43:00,15972.52,15981.76,15825.93,15837.970000000001,54.59
2025-01-01T00:44:00,18596.46,18601.309999999998,18435.39,18447.96,59.45
2025-01-01T00:45:00,11389.1,11402.050000000001,11239.52,11247.0,86.74
2025-01-01T00:46:00,11059.36,11061.5,10982.900000000001,10985.900000000001,91.14
2025-01-01T00:47:00,13444.87,13462.59,13374.000000000002,13389.740000000002,94.51
2025-01-01T00:48:00,17867.66,17881.6,17760.47,17767.59,40.56
2025-01-01T00:49:00,12402.14,12410.55,12273.91,12276.21,35.38
2025-01-01T00:50:00,17453.48,17458.59,17335.589999999997,17355.17,72.21
2025-01-01T00:51:00,18846.1,18859.66,18766.98,18774.78,22.77
2025-01-01T00:52:00,11557.12,11567.04,11460.300000000001,11479.76,20.44
2025-01-01T00:53:00,16167.04,16171.900000000001,16093.660000000002,16109.970000000001,39.34
2025-01-01T00:54:00,18835.5,18847.9,18723.600000000002,18729.15,31.32
2025-01-01T00:55:00,13639.56,13657.519999999999,13568.0,13583.26,38.45
2025-01-01T00:56:00,19283.55,19284.71,19170.61,19180.41,65.95
2025-01-01T00:57:00,11128.26,11138.2,11055.86,11066.7,70.98
2025-01-01T00:58:00,10024.23,10042.21,9890.179999999998,9894.55,89.79
2025-01-01T00:59:00,16492.71,16494.37,16428.079999999998,16437.82,34.71
2025-01-01T01:00:00,10949.16,10957.47,10796.710000000001,10805.19,58.77
2025-01-01T01:01:00,14749.98,14759.65,14620.13,14626.15,22.52
2025-01-01T01:02:00,17385.13,17391.84,17314.8,17327.52,48.21
2025-01-01T01:03:00,12685.56,12703.81,12573.77,12577.08,12.77
2025-01-01T01:04:00,13181.25,13198.81,13104.92,13122.87,58.6
2025-01-01T01:05:00,14757.08,14776.92,14625.300000000001,14636.1,16.97
