timestamp,open,high,low,close,volume
2025-01-01T00:00:00,10218.38,10233.08,10217.9,10219.07,38.44
2025-01-01T00:01:00,10636.47,10646.93,10627.39,10638.09,85.44
2025-01-01T00:02:00,17396.08,17402.45,17392.11,17397.95,28.7
2025-01-01T00:03:00,11428.78,11430.77,11420.44,11429.7,37.91
2025-01-01T00:04:00,19596.53,19614.96,19594.17,19598.78,81.16
2025-01-01T00:05:00,13842.17,13857.74,13834.720000000001,13840.77,27.69
2025-01-01T00:06:00,19072.34,19092.14,19061.8,19077.11,71.03
2025-01-01T00:07:00,17460.17,17461.449999999997,17448.51,17460.789999999997,13.68
2025-01-01T00:08:00,13618.71,13628.529999999999,13614.72,13620.369999999999,14.81
2025-01-01T00:09:00,19583.21,19593.989999999998,19578.18,19588.07,80.91
2025-01-01T00:10:00,12938.05,12947.259999999998,12926.89,12933.859999999999,65.83
2025-01-01T00:11:00,10556.49,10570.109999999999,10543.07,10561.13,46.82
2025-01-01T00:12:00,17672.31,17675.43,17658.99,17669.7,91.86
2025-01-01T00:13:00,13251.48,13257.8,13244.97,13250.41,55.06
2025-01-01T00:14:00,16706.69,16714.809999999998,16701.67,16710.039999999997,81.32
2025-01-01T00:15:00,13877.76,13886.96,13869.82,13881.14,14.57
2025-01-01T00:16:00,10573.74,10580.82,10566.76,10570.1,60.3
2025-01-01T00:17:00,13735.38,13738.199999999999,13728.63,13733.46,88.32
2025-01-01T00:18:00,17742.86,17749.99,17736.08,17746.63,12.73
2025-01-01T00:19:00,11365.36,11387.98,11352.94,11368.33,77.46
2025-01-01T00:20:00,17162.62,17172.27,17152.129999999997,17161.559999999998,21.88
2025-01-01T00:21:00,17345.29,17364.55,17325.82,17342.29,34.37
2025-01-01T00:22:00,15977.3,15985.349999999999,15958.419999999998,15974.029999999999,85.01
2025-01-01T00:23:00,14587.76,14601.550000000001,14569.75,14585.44,40.73
2025-01-01T00:24:00,18097.85,18108.07,18079.5,18095.5,21.77
2025-01-01T00:25:00,17311.51,17324.399999999998,17293.16,17316.059999999998,16.14
2025-01-01T00:26:00,15325.31,15339.48,15321.579999999998,15324.949999999999,93.03
2025-01-01T00:27:00,19277.37,19296.73,19267.87,19280.92,69.08
2025-01-01T00:28:00,17757.05,17773.44,17739.01,17754.82,39.1
2025-01-01T00:29:00,13305.98,13311.08,13300.6,13310.4,47.05
2025-01-01T00:30:00,19822.8,19837.329999999998,19820.36,19822.11,97.04
2025-01-01T00:31:00,16436.78,16445.940000000002,16433.71,16437.86,93.4
2025-01-01T00:32:00,18911.31,18929.59,18888.89,18908.32,49.57
2025-01-01T00:33:00,14962.32,14977.57,14957.289999999999,14961.07,60.35
2025-01-01T00:34:00,14287.35,14308.97,14276.12,14290.07,80.65
2025-01-01T00:35:00,11729.53,11735.94,11718.300000000001,11730.33,41.13
2025-01-01T00:36:00,13540.35,13560.09,13522.83,13536.74,43.01
2025-01-01T00:37:00,18231.77,18235.38,18221.079999999998,18231.71,77.7
2025-01-01T00:38:00,13690.8,13693.97,13672.4,13691.779999999999,51.01
2025-01-01T00:39:00,10698.96,10699.47,10694.589999999998,10697.71,29.62
2025-01-01T00:40:00,18844.32,18862.4,18834.95,18845.18,42.12
2025-01-01T00:41:00,14082.79,14092.95,14077.52,14082.02,46.51
2025-01-01T00:42:00,11834.44,11835.880000000001,11811.710000000001,11831.43,25.62
2025-01-01T00:43:00,17895.28,17909.399999999998,17878.87,17896.01,72.34
2025-01-01T00:44:00,16307.9,16315.8,16293.359999999999,16311.15,64.9
2025-01-01T00:45:00,10413.37,10415.41,10410.04,10413.42,87.81
2025-01-01T00:46:00,19882.77,19892.75,19871.32,19877.89,65.94
2025-01-01T00:47:00,14550.23,14551.189999999999,14534.22,14548.16,72.35
2025-01-01T00:48:00,11016.88,11023.339999999998,11003.8,11016.429999999998,34.64
2025-01-01T00:49:00,10319.83,10326.310000000001,10300.19,10324.36,88.27
2025-01-01T00:50:00,10395.0,10414.76,10383.13,10395.68,89.61
2025-01-01T00:51:00,13679.99,13693.109999999999,13665.58,13682.46,19.55
2025-01-01T00:52:00,19828.18,19838.44,19824.11,19830.0,60.06
2025-01-01T00:53:00,10025.09,10033.699999999999,10019.2,10025.24,11.4
2025-01-01T00:54:00,12669.24,12682.77,12668.66,12669.61,35.0
2025-01-01T00:55:00,18640.05,18644.73,18637.88,18644.62,61.54
2025-01-01T00:56:00,16020.13,16026.19,16003.109999999999,16020.49,40.55
2025-01-01T00:57:00,10341.94,10351.91,10333.51,10343.11,12.71
2025-01-01T00:58:00,19418.93,19425.53,19410.57,19417.45,15.91
2025-01-01T00:59:00,15569.88,15585.429999999998,15556.529999999999,15568.609999999999,36.75
2025-01-01T01:00:00,15426.09,15432.39,15417.04,15425.710000000001,78.36
2025-01-01T01:01:00,18384.08,18399.2,18376.890000000003,18389.02,61.18
2025-01-01T01:02:00,19085.58,19101.33,19062.960000000003,19081.870000000003,69.14
2025-01-01T01:03:00,12707.24,12721.29,12692.21,12708.17,57.59
2025-01-01T01:04:00,12549.94,12570.07,12540.95,12550.57,14.54
2025-01-01T01:05:00,13771.03,13784.350000000002,13768.820000000002,13771.070000000002,25.33
2025-01-01T01:06:00,15846.08,15857.94,15843.22,15847.1,87.23
2025-01-01T01:07:00,11552.11,11560.78,11535.86,11555.220000000001,30.12
2025-01-01T01:08:00,15951.67,15958.4,15941.35,15947.76,42.21
2025-01-01T01:09:00,12177.69,12179.41,12163.27,12175.58,15.72
2025-01-01T01:10:00,19829.1,19836.569999999996,19827.489999999998,19833.379999999997,94.32
2025-01-01T01:11:00,10196.62,10216.990000000002,10179.01,10201.060000000001,55.23
2025-01-01T01:12:00,11722.27,11728.17,11718.6,11724.960000000001,96.57
2025-01-01T01:13:00,12962.6,12965.03,12945.960000000001,12964.59,41.12
2025-01-01T01:14:00,18926.35,18935.85,18919.699999999997,18923.899999999998,38.89
2025-01-01T01:15:00,19202.43,19208.92,19198.7,19202.5,95.1
2025-01-01T01:16:00,12257.86,12274.150000000001,12240.29,12253.900000000001,32.96
2025-01-01T01:17:00,16111.05,16128.92,16101.579999999998,16108.019999999999,81.68
2025-01-01T01:18:00,11426.18,11432.64,11411.25,11424.65,43.81
2025-01-01T01:19:00,14352.94,14371.28,14338.57,14355.34,92.82
2025-01-01T01:20:00,17035.96,17055.02,17018.04,17037.86,76.63
2025-01-01T01:21:00,19429.5,19448.08,19420.99,19432.65,32.4
2025-01-01T01:22:00,15708.76,15728.710000000001,15695.12,15709.550000000001,52.95
2025-01-01T01:23:00,13888.17,13897.94,13872.75,13886.77,98.41
2025-01-01T01:24:00,14080.94,14088.17,14069.16,14080.83,20.89
2025-01-01T01:25:00,19254.21,19275.139999999996,19240.14,19258.219999999998,34.59
2025-01-01T01:26:00,19076.17,19091.129999999997,19069.629999999997,19077.76,44.21
2025-01-01T01:27:00,15975.93,15994.2,15956.34,15971.65,48.63
2025-01-01T01:28:00,14275.47,14278.51,14255.28,14274.08,39.35
2025-01-01T01:29:00,17738.62,17753.39,17731.319999999996,17738.149999999998,77.28
2025-01-01T01:30:00,10859.89,10869.529999999999,10838.8,10855.109999999999,69.82
2025-01-01T01:31:00,18498.95,18504.670000000002,18479.04,18498.24,10.93
2025-01-01T01:32:00,19901.93,19921.43,19888.41,19898.88,96.68
2025-01-01T01:33:00,12485.41,12494.87,12471.289999999999,12488.92,84.42
2025-01-01T01:34:00,14183.1,14202.69,14162.85,14181.54,34.54
2025-01-01T01:35:00,10230.22,10235.5,10224.4,10229.82,44.69
2025-01-01T01:36:00,16064.2,16068.76,16049.16,16067.53,94.6
2025-01-01T01:37:00,17443.76,17461.92,17421.609999999997,17439.879999999997,19.22
2025-01-01T01:38:00,16418.72,16430.0,16396.960000000003,16414.120000000003,23.46
2025-01-01T01:39:00,16993.87,17009.039999999997,16974.43,16998.19,19.83
2025-01-01T01:40:00,18458.21,18477.75,18452.989999999998,18462.12,43.5
2025-01-01T01:41:00,14367.11,14377.01,14355.99,14370.41,83.68
2025-01-01T01:42:00,12459.74,12471.509999999998,12457.43,12461.949999999999,43.55
2025-01-01T01:43:00,16818.79,16823.120000000003,16817.530000000002,16821.620000000003,54.62
2025-01-01T01:44:00,11369.88,11386.599999999999,11361.1,11366.56,57.36
2025-01-01T01:45:00,15014.95,15033.78,15005.550000000001,15013.460000000001,54.2
2025-01-01T01:46:00,16693.82,16713.839999999997,16689.18,16697.67,24.2
2025-01-01T01:47:00,13565.39,13577.539999999999,13561.48,13566.289999999999,51.22
2025-01-01T01:48:00,16729.48,16729.79,16721.12,16725.71,72.21
2025-01-01T01:49:00,18447.79,18467.39,18425.800000000003,18445.74,69.99
2025-01-01T01:50:00,17877.98,17883.45,17858.79,17874.64,94.05
2025-01-01T01:51:00,15557.24,15557.44,15550.53,15552.51,71.45
2025-01-01T01:52:00,11865.22,11869.58,11845.42,11863.23,31.89
2025-01-01T01:53:00,10949.13,10953.019999999999,10937.32,10944.72,88.26
2025-01-01T01:54:00,13287.59,13305.16,13279.81,13291.44,47.42
2025-01-01T01:55:00,18934.83,18943.52,18934.09,18937.09,36.74
2025-01-01T01:56:00,19120.66,19137.87,19110.4,19122.69,17.86
2025-01-01T01:57:00,19346.71,19365.12,19332.559999999998,19343.489999999998,95.13
2025-01-01T01:58:00,14151.24,14173.64,14134.43,14154.21,94.88
2025-01-01T01:59:00,16964.74,16978.29,16964.49,16967.99,71.89
2025-01-01T02:00:00,13217.75,13230.39,13202.75,13214.19,59.64
2025-01-01T02:01:00,10562.31,10567.75,10561.32,10567.23,26.26
2025-01-01T02:02:00,11234.75,11244.789999999999,11224.03,11239.46,29.91
2025-01-01T02:03:00,18925.42,18938.879999999997,18924.5,18927.219999999998,49.69
2025-01-01T02:04:00,17318.11,17337.75,17310.36,17319.43,21.52
2025-01-01T02:05:00,10370.99,10379.92,10365.8,10374.9,99.43
2025-01-01T02:06:00,18413.14,18419.82,18393.34,18414.53,60.2
2025-01-01T02:07:00,14897.66,14902.57,14885.04,14897.43,21.75
2025-01-01T02:08:00,14075.68,14088.78,14072.16,14078.26,57.98
2025-01-01T02:09:00,16865.15,16879.79,16860.540000000005,16862.140000000003,79.27
2025-01-01T02:10:00,15845.24,15858.25,15827.42,15843.86,50.61
2025-01-01T02:11:00,17759.19,17766.57,17758.35,17758.46,55.09
2025-01-01T02:12:00,10050.86,10068.82,10042.430000000002,10049.900000000001,99.22
2025-01-01T02:13:00,17922.03,17923.21,17904.809999999998,17922.84,27.9
2025-01-01T02:14:00,10380.25,10395.72,10369.01,10378.22,44.11
2025-01-01T02:15:00,17041.04,17046.780000000002,17036.02,17037.91,50.96
2025-01-01T02:16:00,12880.33,12895.47,12875.65,12877.5,35.73
2025-01-01T02:17:00,10248.07,10251.65,10246.75,10249.64,57.8
2025-01-01T02:18:00,13716.0,13731.810000000001,13715.52,13717.53,13.55
2025-01-01T02:19:00,17647.36,17657.82,17629.72,17648.75,71.3
2025-01-01T02:20:00,13838.45,13854.820000000002,13830.890000000001,13835.85,40.92
2025-01-01T02:21:00,10177.49,10195.84,10172.21,10178.74,17.65
2025-01-01T02:22:00,17265.8,17287.18,17261.96,17267.53,44.11
2025-01-01T02:23:00,16416.83,16424.550000000003,16405.56,16414.550000000003,55.55
2025-01-01T02:24:00,17646.05,17660.75,17630.28,17648.38,57.8
2025-01-01T02:25:00,13424.85,13432.67,13416.29,13428.32,94.38
2025-01-01T02:26:00,10467.78,10474.480000000001,10448.480000000001,10469.44,18.03
2025-01-01T02:27:00,11397.72,11400.539999999999,11384.32,11398.23,14.31
2025-01-01T02:28:00,16654.8,16660.28,16636.57,16653.45,51.43
2025-01-01T02:29:00,18750.32,18769.989999999998,18743.8,18752.05,79.86
2025-01-01T02:30:00,17823.85,17832.149999999998,17818.59,17820.12,25.16
2025-01-01T02:31:00,12703.06,12716.98,12697.34,12702.05,99.43
2025-01-01T02:32:00,14969.86,14976.34,14959.41,14971.67,26.69
2025-01-01T02:33:00,19443.67,19463.379999999997,19427.36,19440.14,65.38
2025-01-01T02:34:00,11499.98,11509.88,11498.33,11498.48,50.33
2025-01-01T02:35:00,19422.19,19429.46,19409.539999999997,19421.69,76.8
2025-01-01T02:36:00,18510.94,18531.96,18506.18,18513.75,40.9
2025-01-01T02:37:00,10772.75,10786.400000000001,10769.13,10774.79,91.53
2025-01-01T02:38:00,16742.63,16748.43,16737.23,16745.41,46.52
